vente_id,produit_id,client_id,date_vente,quantite,canal_vente,ville_magasin,prix_total
V02701,P020,C0822,2024-03-03,1,Magasin physique,Fès,585
V02702,P012,C0556,2024-12-17,3,Magasin physique,Fès,1518
V02703,P015,C0533,2024-04-22,3,En ligne,Rabat,3738
V02704,P010,C0253,2024-06-22,3,En ligne,Tanger,3120
V02705,P006,C0830,2023-07-05,3,Magasin physique,Tanger,3495
V02706,P008,C0496,2024-08-27,2,Magasin physique,Meknès,2008
V02707,P018,C0150,2023-01-05,2,Magasin physique,Rabat,1464
V02708,P009,C0990,2024-03-25,1,Magasin physique,Oujda,555
V02709,P001,C0194,2024-05-13,1,Magasin physique,Meknès,863
V02710,P015,C0598,2024-01-27,3,Magasin physique,Oujda,3738
V02711,P007,C0053,2023-11-22,2,Magasin physique,Meknès,1978
V02712,P020,C0488,2023-02-11,1,Magasin physique,Oujda,585
V02713,P011,C0144,2024-08-10,1,En ligne,Rabat,766
V02714,P012,C0043,2024-03-12,1,En ligne,Agadir,506
V02715,P004,C0549,2024-03-21,3,Magasin physique,Marrakech,2121
V02716,P004,C0704,2024-07-26,3,Magasin physique,Fès,2121
V02717,P002,C0581,2023-02-11,3,En ligne,Casablanca,4248
V02718,P004,C0640,2023-10-12,2,Magasin physique,Agadir,1414
V02719,P014,C0237,2023-08-27,1,En ligne,Agadir,446
V02720,P018,C0861,2024-10-24,2,En ligne,Marrakech,1464
V02721,P001,C0599,2023-05-12,3,Magasin physique,Fès,2589
V02722,P006,C0209,2024-03-30,2,En ligne,Marrakech,2330
V02723,P003,C0759,2023-05-17,3,Magasin physique,Meknès,1473
V02724,P004,C0253,2024-02-14,1,Magasin physique,Fès,707
V02725,P008,C0625,2024-10-17,2,En ligne,Marrakech,2008
V02726,P008,C0110,2023-07-07,2,En ligne,Fès,2008
V02727,P010,C0594,2023-04-27,2,Magasin physique,Meknès,2080
V02728,P007,C0103,2023-05-09,1,En ligne,Oujda,989
V02729,P015,C0154,2024-09-04,2,Magasin physique,Oujda,2492
V02730,P001,C0784,2023-06-06,3,Magasin physique,Fès,2589
V02731,P016,C0809,2023-10-01,2,Magasin physique,Tanger,1928
V02732,P001,C0520,2023-10-11,2,Magasin physique,Meknès,1726
V02733,P020,C0382,2023-12-17,1,En ligne,Rabat,585
V02734,P020,C0700,2024-10-19,3,Magasin physique,Marrakech,1755
V02735,P013,C0224,2023-04-12,1,Magasin physique,Tanger,1058
V02736,P013,C0255,2024-02-18,2,Magasin physique,Fès,2116
V02737,P013,C0899,2023-03-29,3,Magasin physique,Casablanca,3174
V02738,P019,C0661,2023-11-27,1,En ligne,Meknès,1322
V02739,P001,C0586,2024-11-07,2,Magasin physique,Tanger,1726
V02740,P013,C0503,2024-12-24,1,Magasin physique,Meknès,1058
V02741,P014,C0448,2024-04-21,1,Magasin physique,Tanger,446
V02742,P008,C0376,2024-11-15,2,Magasin physique,Meknès,2008
V02743,P006,C0225,2024-10-01,1,En ligne,Casablanca,1165
V02744,P013,C0050,2023-10-11,2,En ligne,Rabat,2116
V02745,P006,C0631,2024-07-08,1,En ligne,Agadir,1165
V02746,P003,C0955,2024-12-11,3,Magasin physique,Meknès,1473
V02747,P005,C0146,2024-12-24,2,Magasin physique,Agadir,2438
V02748,P006,C0420,2024-12-24,1,Magasin physique,Marrakech,1165
V02749,P017,C0238,2024-05-22,1,En ligne,Casablanca,365
V02750,P019,C0802,2023-03-09,3,En ligne,Agadir,3966
V02751,P018,C0965,2023-02-20,2,Magasin physique,Marrakech,1464
V02752,P008,C0828,2023-11-11,1,En ligne,Rabat,1004
V02753,P003,C0276,2024-04-09,1,En ligne,Rabat,491
V02754,P015,C0780,2023-01-06,3,Magasin physique,Marrakech,3738
V02755,P005,C0955,2023-04-24,3,En ligne,Fès,3657
V02756,P001,C0876,2024-05-04,2,En ligne,Agadir,1726
V02757,P017,C0513,2023-05-06,1,En ligne,Oujda,365
V02758,P005,C0050,2023-10-17,1,Magasin physique,Marrakech,1219
V02759,P005,C0883,2024-09-14,1,Magasin physique,Agadir,1219
V02760,P015,C0466,2023-05-18,1,En ligne,Rabat,1246
V02761,P008,C0656,2024-08-13,1,En ligne,Rabat,1004
V02762,P013,C0001,2023-09-05,1,Magasin physique,Meknès,1058
V02763,P017,C0694,2023-03-08,2,Magasin physique,Oujda,730
V02764,P017,C0986,2023-11-26,2,Magasin physique,Oujda,730
V02765,P009,C0960,2024-03-08,3,Magasin physique,Marrakech,1665
V02766,P017,C0130,2024-07-10,2,En ligne,Fès,730
V02767,P003,C0377,2023-04-07,3,Magasin physique,Rabat,1473
V02768,P020,C0392,2023-07-30,2,Magasin physique,Agadir,1170
V02769,P012,C0323,2024-08-22,1,Magasin physique,Fès,506
V02770,P001,C0446,2024-05-20,1,En ligne,Meknès,863
V02771,P019,C0144,2023-04-24,3,Magasin physique,Oujda,3966
V02772,P008,C0017,2023-08-08,1,En ligne,Meknès,1004
V02773,P009,C0409,2023-06-18,2,Magasin physique,Meknès,1110
V02774,P012,C0475,2024-09-10,1,En ligne,Oujda,506
V02775,P002,C0971,2023-10-18,1,En ligne,Rabat,1416
V02776,P010,C0055,2024-10-15,2,Magasin physique,Meknès,2080
V02777,P013,C0894,2023-09-24,3,Magasin physique,Rabat,3174
V02778,P020,C0364,2023-10-14,2,Magasin physique,Casablanca,1170
V02779,P016,C0361,2024-07-31,1,Magasin physique,Fès,964
V02780,P010,C0170,2023-02-14,3,En ligne,Rabat,3120
V02781,P005,C0729,2024-03-08,3,Magasin physique,Casablanca,3657
V02782,P001,C0224,2024-10-31,3,Magasin physique,Casablanca,2589
V02783,P015,C0343,2023-09-15,2,Magasin physique,Tanger,2492
V02784,P020,C0292,2023-06-03,2,Magasin physique,Casablanca,1170
V02785,P017,C0127,2023-08-08,3,Magasin physique,Meknès,1095
V02786,P014,C0038,2024-07-16,3,En ligne,Marrakech,1338
V02787,P013,C0677,2023-12-30,2,Magasin physique,Agadir,2116
V02788,P005,C0781,2024-06-13,1,En ligne,Rabat,1219
V02789,P020,C0283,2023-10-17,2,Magasin physique,Fès,1170
V02790,P002,C0311,2023-08-13,1,En ligne,Marrakech,1416
V02791,P007,C0583,2024-06-20,2,En ligne,Oujda,1978
V02792,P005,C0561,2023-01-06,2,Magasin physique,Fès,2438
V02793,P001,C0168,2023-12-27,1,En ligne,Agadir,863
V02794,P016,C0225,2024-01-01,1,Magasin physique,Marrakech,964
V02795,P016,C0082,2023-10-31,1,Magasin physique,Tanger,964
V02796,P020,C0382,2024-01-02,3,Magasin physique,Agadir,1755
V02797,P019,C0562,2023-05-03,3,Magasin physique,Tanger,3966
V02798,P017,C0684,2024-06-13,1,Magasin physique,Fès,365
V02799,P008,C0445,2024-03-10,1,Magasin physique,Agadir,1004
V02800,P011,C0308,2024-02-12,3,Magasin physique,Oujda,2298
V02801,P002,C0308,2023-12-11,3,Magasin physique,Rabat,4248
V02802,P005,C0229,2023-09-27,3,En ligne,Fès,3657
V02803,P015,C0949,2023-05-28,1,En ligne,Tanger,1246
V02804,P014,C0410,2023-06-01,3,Magasin physique,Tanger,1338
V02805,P010,C0249,2024-12-15,1,En ligne,Meknès,1040
V02806,P003,C0949,2023-01-23,2,En ligne,Oujda,982
V02807,P013,C0158,2023-07-10,2,Magasin physique,Meknès,2116
V02808,P001,C0961,2023-04-29,2,Magasin physique,Rabat,1726
V02809,P010,C0499,2023-05-28,1,Magasin physique,Oujda,1040
V02810,P019,C0416,2023-08-06,1,Magasin physique,Fès,1322
V02811,P010,C0626,2023-02-14,1,En ligne,Tanger,1040
V02812,P006,C0335,2023-08-27,3,Magasin physique,Rabat,3495
V02813,P004,C0085,2024-12-19,1,En ligne,Marrakech,707
V02814,P018,C0505,2024-04-26,2,En ligne,Marrakech,1464
V02815,P002,C0483,2024-12-17,1,En ligne,Casablanca,1416
V02816,P005,C0864,2024-06-30,2,Magasin physique,Tanger,2438
V02817,P019,C0042,2023-05-23,1,En ligne,Agadir,1322
V02818,P011,C0040,2023-08-29,1,En ligne,Casablanca,766
V02819,P020,C0842,2024-04-06,1,En ligne,Marrakech,585
V02820,P013,C0111,2023-05-20,2,Magasin physique,Agadir,2116
V02821,P020,C0074,2024-03-28,3,Magasin physique,Marrakech,1755
V02822,P003,C0621,2023-10-03,2,Magasin physique,Marrakech,982
V02823,P017,C0509,2024-09-14,1,En ligne,Agadir,365
V02824,P002,C0873,2023-12-17,2,Magasin physique,Marrakech,2832
V02825,P016,C0368,2024-09-04,2,Magasin physique,Agadir,1928
V02826,P013,C0827,2023-05-06,2,En ligne,Agadir,2116
V02827,P011,C0247,2023-02-16,1,Magasin physique,Marrakech,766
V02828,P005,C0082,2024-05-01,1,En ligne,Rabat,1219
V02829,P005,C0460,2023-11-29,1,En ligne,Marrakech,1219
V02830,P003,C0789,2024-01-19,2,Magasin physique,Tanger,982
V02831,P019,C0736,2024-09-13,1,Magasin physique,Oujda,1322
V02832,P014,C0953,2024-11-01,1,Magasin physique,Fès,446
V02833,P016,C0035,2024-04-11,3,Magasin physique,Marrakech,2892
V02834,P013,C0354,2024-10-28,1,En ligne,Casablanca,1058
V02835,P002,C0399,2023-11-29,2,En ligne,Meknès,2832
V02836,P015,C0990,2023-07-21,3,Magasin physique,Tanger,3738
V02837,P015,C0836,2023-10-25,1,Magasin physique,Oujda,1246
V02838,P011,C0889,2024-12-09,3,En ligne,Casablanca,2298
V02839,P006,C0426,2024-01-29,2,En ligne,Meknès,2330
V02840,P011,C0044,2023-05-20,1,En ligne,Fès,766
V02841,P017,C0508,2024-11-30,3,Magasin physique,Fès,1095
V02842,P006,C0040,2024-08-24,2,En ligne,Tanger,2330
V02843,P011,C0382,2024-02-26,3,Magasin physique,Casablanca,2298
V02844,P004,C0791,2024-02-11,2,En ligne,Fès,1414
V02845,P005,C0697,2023-03-11,2,Magasin physique,Oujda,2438
V02846,P017,C0628,2024-12-23,3,En ligne,Oujda,1095
V02847,P002,C0988,2023-06-22,2,Magasin physique,Meknès,2832
V02848,P002,C0341,2023-11-30,2,En ligne,Oujda,2832
V02849,P019,C0989,2023-01-31,3,En ligne,Meknès,3966
V02850,P014,C0937,2024-06-27,2,En ligne,Tanger,892
V02851,P019,C0461,2023-06-10,1,Magasin physique,Agadir,1322
V02852,P002,C0685,2023-07-11,1,Magasin physique,Oujda,1416
V02853,P009,C0544,2024-04-18,1,En ligne,Casablanca,555
V02854,P008,C0245,2023-11-16,2,Magasin physique,Casablanca,2008
V02855,P014,C0982,2023-11-02,1,En ligne,Agadir,446
V02856,P018,C0963,2024-03-02,3,Magasin physique,Casablanca,2196
V02857,P017,C0814,2023-07-10,3,Magasin physique,Casablanca,1095
V02858,P016,C0219,2024-10-01,3,Magasin physique,Rabat,2892
V02859,P008,C0575,2023-03-31,2,Magasin physique,Marrakech,2008
V02860,P018,C0206,2023-06-27,3,En ligne,Oujda,2196
V02861,P003,C0663,2024-01-17,2,En ligne,Meknès,982
V02862,P001,C0133,2023-06-12,1,Magasin physique,Marrakech,863
V02863,P010,C0264,2023-02-14,3,Magasin physique,Marrakech,3120
V02864,P014,C0747,2024-07-11,1,En ligne,Tanger,446
V02865,P004,C0317,2024-03-09,2,En ligne,Rabat,1414
V02866,P005,C0874,2024-01-03,1,En ligne,Fès,1219
V02867,P003,C0989,2023-03-03,2,En ligne,Rabat,982
V02868,P015,C0125,2023-03-11,2,Magasin physique,Rabat,2492
V02869,P016,C0630,2024-08-11,3,Magasin physique,Rabat,2892
V02870,P012,C0362,2024-11-05,1,En ligne,Oujda,506
V02871,P007,C0968,2023-01-11,3,Magasin physique,Casablanca,2967
V02872,P020,C0065,2024-04-17,1,En ligne,Marrakech,585
V02873,P011,C0535,2024-05-11,1,En ligne,Meknès,766
V02874,P012,C0349,2023-12-19,1,Magasin physique,Oujda,506
V02875,P004,C0795,2023-08-22,3,Magasin physique,Fès,2121
V02876,P006,C0636,2023-12-15,1,Magasin physique,Rabat,1165
V02877,P008,C0957,2024-06-06,3,Magasin physique,Meknès,3012
V02878,P013,C0658,2024-12-23,2,Magasin physique,Fès,2116
V02879,P002,C0464,2023-05-18,1,En ligne,Casablanca,1416
V02880,P019,C0018,2024-11-02,2,Magasin physique,Tanger,2644
V02881,P014,C0858,2023-06-22,3,En ligne,Tanger,1338
V02882,P015,C0138,2024-11-05,1,En ligne,Rabat,1246
V02883,P019,C0485,2024-11-29,1,Magasin physique,Tanger,1322
V02884,P004,C0831,2023-10-16,3,En ligne,Tanger,2121
V02885,P008,C0550,2023-06-10,2,Magasin physique,Agadir,2008
V02886,P002,C0057,2024-05-18,1,Magasin physique,Marrakech,1416
V02887,P009,C0157,2023-10-08,2,Magasin physique,Tanger,1110
V02888,P014,C0999,2024-12-19,1,Magasin physique,Rabat,446
V02889,P016,C0757,2023-10-08,2,Magasin physique,Oujda,1928
V02890,P001,C0292,2024-02-12,1,Magasin physique,Marrakech,863
V02891,P003,C0954,2023-09-21,1,En ligne,Tanger,491
V02892,P004,C0999,2024-07-13,1,Magasin physique,Tanger,707
V02893,P011,C0188,2024-12-28,1,En ligne,Rabat,766
V02894,P008,C0284,2024-08-15,1,Magasin physique,Rabat,1004
V02895,P018,C0892,2023-05-03,3,Magasin physique,Agadir,2196
V02896,P004,C0771,2023-08-30,2,En ligne,Agadir,1414
V02897,P014,C0674,2023-12-29,1,Magasin physique,Agadir,446
V02898,P002,C0071,2024-02-29,1,En ligne,Casablanca,1416
V02899,P004,C0044,2023-04-16,2,Magasin physique,Tanger,1414
V02900,P013,C0110,2023-04-29,3,Magasin physique,Marrakech,3174
V02901,P019,C0917,2023-01-20,3,En ligne,Rabat,3966
V02902,P011,C0190,2023-05-28,1,En ligne,Casablanca,766
V02903,P016,C0747,2023-04-06,1,En ligne,Marrakech,964
V02904,P017,C0418,2024-03-15,1,En ligne,Agadir,365
V02905,P019,C0795,2023-04-22,3,En ligne,Meknès,3966
V02906,P018,C0061,2023-09-06,1,Magasin physique,Fès,732
V02907,P020,C0398,2024-03-17,3,En ligne,Agadir,1755
V02908,P012,C0415,2023-01-08,1,Magasin physique,Agadir,506
V02909,P009,C0632,2023-03-14,1,En ligne,Oujda,555
V02910,P009,C0620,2023-05-02,3,Magasin physique,Casablanca,1665
V02911,P004,C0605,2023-08-17,2,En ligne,Agadir,1414
V02912,P005,C0189,2023-09-17,3,En ligne,Fès,3657
V02913,P005,C0042,2023-09-21,3,En ligne,Fès,3657
V02914,P002,C0074,2023-07-21,3,Magasin physique,Marrakech,4248
V02915,P007,C0983,2023-12-14,2,En ligne,Casablanca,1978
V02916,P007,C0114,2024-05-15,3,En ligne,Oujda,2967
V02917,P004,C0212,2024-01-01,2,Magasin physique,Marrakech,1414
V02918,P005,C0664,2024-06-12,3,En ligne,Tanger,3657
V02919,P011,C0388,2023-12-16,2,Magasin physique,Meknès,1532
V02920,P007,C0150,2024-10-07,3,En ligne,Oujda,2967
V02921,P012,C0891,2024-10-13,1,En ligne,Meknès,506
V02922,P016,C0448,2024-08-28,2,En ligne,Agadir,1928
V02923,P001,C0475,2023-07-24,2,En ligne,Casablanca,1726
V02924,P002,C0470,2023-09-07,3,Magasin physique,Fès,4248
V02925,P014,C0903,2024-03-23,1,Magasin physique,Marrakech,446
V02926,P010,C0182,2024-05-08,2,Magasin physique,Casablanca,2080
V02927,P016,C0067,2024-01-27,3,Magasin physique,Tanger,2892
V02928,P010,C0230,2023-11-28,3,Magasin physique,Fès,3120
V02929,P009,C0987,2023-09-12,2,Magasin physique,Agadir,1110
V02930,P006,C0226,2023-11-26,2,Magasin physique,Marrakech,2330
V02931,P001,C0661,2023-07-14,1,Magasin physique,Oujda,863
V02932,P008,C0522,2024-02-09,3,En ligne,Rabat,3012
V02933,P009,C0380,2024-09-02,3,Magasin physique,Rabat,1665
V02934,P009,C0529,2023-06-25,3,Magasin physique,Oujda,1665
V02935,P001,C0581,2023-06-19,1,En ligne,Fès,863
V02936,P010,C0830,2024-01-30,2,En ligne,Marrakech,2080
V02937,P016,C0004,2023-11-16,3,En ligne,Casablanca,2892
V02938,P011,C0789,2024-02-24,3,Magasin physique,Tanger,2298
V02939,P001,C0199,2023-06-19,2,En ligne,Rabat,1726
V02940,P010,C0783,2023-01-14,3,Magasin physique,Agadir,3120
V02941,P009,C0205,2023-05-17,3,Magasin physique,Tanger,1665
V02942,P004,C0484,2023-03-14,2,En ligne,Fès,1414
V02943,P011,C0879,2024-01-04,1,Magasin physique,Tanger,766
V02944,P016,C0546,2023-05-13,1,Magasin physique,Meknès,964
V02945,P008,C0981,2024-09-03,2,En ligne,Rabat,2008
V02946,P004,C0918,2023-01-26,3,En ligne,Fès,2121
V02947,P014,C0210,2024-07-04,1,Magasin physique,Oujda,446
V02948,P018,C0075,2024-10-30,3,En ligne,Meknès,2196
V02949,P005,C0756,2023-08-17,1,En ligne,Fès,1219
V02950,P012,C0038,2023-11-29,1,Magasin physique,Casablanca,506
V02951,P019,C0124,2024-11-23,2,Magasin physique,Meknès,2644
V02952,P007,C0349,2024-10-18,1,En ligne,Rabat,989
V02953,P003,C0811,2024-02-08,2,En ligne,Casablanca,982
V02954,P016,C0284,2023-12-25,3,En ligne,Casablanca,2892
V02955,P016,C0815,2023-04-17,1,Magasin physique,Tanger,964
V02956,P004,C0516,2024-03-28,1,En ligne,Agadir,707
V02957,P001,C0714,2023-04-12,2,Magasin physique,Tanger,1726
V02958,P015,C0713,2024-10-25,3,En ligne,Casablanca,3738
V02959,P004,C0586,2024-04-28,3,En ligne,Agadir,2121
V02960,P007,C0843,2023-10-30,1,En ligne,Fès,989
V02961,P002,C0184,2024-06-19,3,En ligne,Fès,4248
V02962,P007,C0303,2023-05-06,1,Magasin physique,Casablanca,989
V02963,P015,C0634,2024-01-16,1,En ligne,Casablanca,1246
V02964,P004,C0935,2023-12-03,3,En ligne,Tanger,2121
V02965,P010,C0443,2023-09-04,3,En ligne,Rabat,3120
V02966,P006,C0388,2024-05-13,2,En ligne,Marrakech,2330
V02967,P012,C0546,2024-04-02,1,En ligne,Oujda,506
V02968,P004,C0783,2024-07-01,1,En ligne,Fès,707
V02969,P003,C0426,2024-09-01,1,En ligne,Oujda,491
V02970,P008,C0833,2024-10-04,3,En ligne,Agadir,3012
V02971,P017,C0569,2024-03-25,3,Magasin physique,Meknès,1095
V02972,P006,C0546,2023-05-07,3,En ligne,Meknès,3495
V02973,P014,C0626,2023-05-14,1,Magasin physique,Agadir,446
V02974,P011,C0621,2023-12-12,2,En ligne,Casablanca,1532
V02975,P007,C0303,2024-05-07,2,Magasin physique,Meknès,1978
V02976,P003,C0119,2023-07-03,3,En ligne,Casablanca,1473
V02977,P008,C0718,2024-06-09,3,En ligne,Meknès,3012
V02978,P013,C0595,2023-03-27,3,En ligne,Casablanca,3174
V02979,P017,C0552,2024-05-23,1,En ligne,Marrakech,365
V02980,P008,C0521,2023-04-15,1,En ligne,Fès,1004
V02981,P018,C0086,2023-07-05,3,Magasin physique,Rabat,2196
V02982,P009,C0341,2024-10-21,2,En ligne,Marrakech,1110
V02983,P002,C0503,2024-09-06,2,En ligne,Marrakech,2832
V02984,P008,C0652,2023-06-03,3,En ligne,Marrakech,3012
V02985,P020,C0074,2024-02-02,2,Magasin physique,Rabat,1170
V02986,P011,C0169,2023-09-03,2,Magasin physique,Tanger,1532
V02987,P001,C0784,2023-09-12,1,En ligne,Casablanca,863
V02988,P001,C0032,2024-10-25,3,En ligne,Tanger,2589
V02989,P006,C0828,2023-10-21,3,En ligne,Rabat,3495
V02990,P007,C0976,2023-04-09,2,En ligne,Meknès,1978
V02991,P018,C0381,2024-03-26,3,En ligne,Casablanca,2196
V02992,P005,C0321,2024-05-19,2,Magasin physique,Rabat,2438
V02993,P017,C0297,2024-03-12,3,Magasin physique,Agadir,1095
V02994,P006,C0559,2023-10-30,1,En ligne,Meknès,1165
V02995,P010,C0535,2023-03-22,2,En ligne,Marrakech,2080
V02996,P006,C0514,2024-09-23,2,En ligne,Tanger,2330
V02997,P013,C0042,2023-04-15,2,Magasin physique,Meknès,2116
V02998,P001,C0614,2024-08-07,1,En ligne,Casablanca,863
V02999,P009,C0387,2023-03-28,1,Magasin physique,Tanger,555
V03000,P003,C0742,2023-12-15,2,Magasin physique,Marrakech,982
V03001,P013,C0577,2023-01-02,2,En ligne,Fès,2116
V03002,P014,C0817,2023-01-17,1,Magasin physique,Fès,446
V03003,P011,C0678,2024-09-12,2,En ligne,Tanger,1532
V03004,P010,C0804,2023-02-24,1,Magasin physique,Casablanca,1040
V03005,P018,C0041,2023-10-16,3,Magasin physique,Casablanca,2196
V03006,P014,C0247,2023-07-22,1,Magasin physique,Meknès,446
V03007,P020,C0806,2024-03-25,2,En ligne,Marrakech,1170
V03008,P005,C0063,2024-09-08,1,Magasin physique,Casablanca,1219
V03009,P004,C0259,2024-09-23,2,En ligne,Casablanca,1414
V03010,P009,C0751,2023-07-12,3,Magasin physique,Marrakech,1665
V03011,P018,C0511,2024-12-22,2,En ligne,Fès,1464
V03012,P013,C0783,2023-06-17,3,En ligne,Rabat,3174
V03013,P013,C0249,2024-01-15,2,En ligne,Rabat,2116
V03014,P005,C0410,2023-05-05,3,Magasin physique,Marrakech,3657
V03015,P017,C0661,2023-08-02,3,Magasin physique,Oujda,1095
V03016,P010,C0022,2024-08-15,1,En ligne,Oujda,1040
V03017,P005,C0740,2024-12-13,2,Magasin physique,Fès,2438
V03018,P004,C0984,2023-06-03,2,Magasin physique,Rabat,1414
V03019,P015,C0842,2024-06-13,1,Magasin physique,Agadir,1246
V03020,P013,C0364,2024-04-18,1,Magasin physique,Agadir,1058
V03021,P002,C0413,2024-02-03,1,En ligne,Tanger,1416
V03022,P011,C0700,2024-12-05,3,En ligne,Agadir,2298
V03023,P007,C0024,2024-12-02,3,En ligne,Meknès,2967
V03024,P013,C0422,2023-05-14,2,Magasin physique,Agadir,2116
V03025,P017,C0984,2024-09-22,3,En ligne,Fès,1095
V03026,P004,C0248,2024-07-04,2,En ligne,Agadir,1414
V03027,P011,C0996,2024-10-29,3,En ligne,Meknès,2298
V03028,P020,C0064,2024-08-03,3,Magasin physique,Casablanca,1755
V03029,P010,C0655,2023-05-21,3,En ligne,Agadir,3120
V03030,P008,C0939,2024-02-23,1,En ligne,Fès,1004
V03031,P012,C0849,2023-12-02,1,Magasin physique,Tanger,506
V03032,P004,C0746,2024-06-04,2,En ligne,Marrakech,1414
V03033,P004,C0097,2023-10-12,1,Magasin physique,Meknès,707
V03034,P004,C0050,2024-01-09,3,En ligne,Fès,2121
V03035,P019,C0647,2023-01-27,1,En ligne,Meknès,1322
V03036,P007,C0415,2024-07-19,1,Magasin physique,Fès,989
V03037,P002,C0876,2024-06-12,2,En ligne,Rabat,2832
V03038,P003,C0780,2023-08-17,3,Magasin physique,Tanger,1473
V03039,P013,C0473,2023-01-22,1,Magasin physique,Casablanca,1058
V03040,P001,C0214,2024-03-22,1,En ligne,Casablanca,863
V03041,P019,C0343,2023-07-09,1,Magasin physique,Rabat,1322
V03042,P018,C0858,2024-07-10,1,En ligne,Fès,732
V03043,P013,C0484,2024-06-17,2,Magasin physique,Agadir,2116
V03044,P010,C0123,2024-05-29,3,Magasin physique,Casablanca,3120
V03045,P020,C0219,2024-12-12,3,Magasin physique,Tanger,1755
V03046,P020,C0138,2024-11-29,2,En ligne,Rabat,1170
V03047,P010,C0073,2024-02-21,3,En ligne,Agadir,3120
V03048,P004,C0300,2023-01-12,3,En ligne,Fès,2121
V03049,P013,C0489,2024-04-08,3,Magasin physique,Casablanca,3174
V03050,P019,C0775,2024-11-23,1,Magasin physique,Fès,1322
V03051,P006,C0162,2023-01-03,3,En ligne,Marrakech,3495
V03052,P003,C0463,2024-01-11,1,Magasin physique,Tanger,491
V03053,P011,C0079,2024-02-28,2,En ligne,Agadir,1532
V03054,P002,C0764,2023-04-24,3,Magasin physique,Marrakech,4248
V03055,P017,C0418,2023-08-30,3,En ligne,Tanger,1095
V03056,P001,C0244,2024-10-15,2,Magasin physique,Oujda,1726
V03057,P014,C0990,2024-07-22,2,En ligne,Rabat,892
V03058,P004,C0132,2024-09-06,3,Magasin physique,Casablanca,2121
V03059,P002,C0896,2023-05-07,1,En ligne,Fès,1416
V03060,P012,C0408,2024-07-04,2,En ligne,Casablanca,1012
V03061,P013,C0702,2023-08-05,1,Magasin physique,Rabat,1058
V03062,P011,C0218,2024-09-05,3,En ligne,Marrakech,2298
V03063,P007,C0920,2023-06-15,2,Magasin physique,Tanger,1978
V03064,P002,C0522,2023-10-01,2,En ligne,Oujda,2832
V03065,P019,C0498,2023-04-29,1,Magasin physique,Oujda,1322
V03066,P018,C0925,2024-01-23,3,En ligne,Fès,2196
V03067,P017,C0298,2023-05-18,2,En ligne,Rabat,730
V03068,P008,C0918,2024-06-03,2,En ligne,Meknès,2008
V03069,P007,C0306,2023-07-17,2,En ligne,Meknès,1978
V03070,P018,C0916,2023-10-01,3,En ligne,Oujda,2196
V03071,P002,C0240,2023-04-16,1,Magasin physique,Rabat,1416
V03072,P002,C0684,2024-10-30,1,Magasin physique,Meknès,1416
V03073,P001,C0842,2023-04-17,3,En ligne,Tanger,2589
V03074,P019,C0725,2024-07-28,3,En ligne,Agadir,3966
V03075,P010,C0187,2024-12-03,3,En ligne,Meknès,3120
V03076,P009,C0827,2023-08-25,3,En ligne,Oujda,1665
V03077,P020,C0587,2024-09-18,3,Magasin physique,Oujda,1755
V03078,P010,C0658,2023-09-12,3,Magasin physique,Rabat,3120
V03079,P017,C0149,2024-04-04,2,Magasin physique,Oujda,730
V03080,P019,C0151,2024-12-30,1,Magasin physique,Rabat,1322
V03081,P010,C0791,2023-07-28,1,Magasin physique,Fès,1040
V03082,P006,C0111,2023-03-01,1,En ligne,Fès,1165
V03083,P010,C0795,2024-09-14,1,Magasin physique,Oujda,1040
V03084,P019,C0984,2023-07-17,3,En ligne,Oujda,3966
V03085,P020,C0024,2023-06-29,3,Magasin physique,Marrakech,1755
V03086,P013,C0121,2023-01-28,3,Magasin physique,Oujda,3174
V03087,P001,C0453,2023-11-21,3,En ligne,Fès,2589
V03088,P010,C0966,2023-01-11,3,En ligne,Fès,3120
V03089,P011,C0679,2023-03-06,3,Magasin physique,Fès,2298
V03090,P017,C0674,2024-09-14,1,En ligne,Agadir,365
V03091,P001,C0984,2024-11-05,2,Magasin physique,Rabat,1726
V03092,P005,C0580,2023-04-23,3,Magasin physique,Tanger,3657
V03093,P001,C0824,2024-04-12,3,En ligne,Oujda,2589
V03094,P019,C0558,2024-06-19,2,En ligne,Oujda,2644
V03095,P009,C0803,2024-11-26,1,Magasin physique,Oujda,555
V03096,P012,C0646,2023-01-29,2,En ligne,Fès,1012
V03097,P001,C0494,2024-08-11,3,Magasin physique,Rabat,2589
V03098,P005,C0827,2023-01-07,1,Magasin physique,Tanger,1219
V03099,P004,C0864,2024-04-06,2,En ligne,Agadir,1414
V03100,P013,C0153,2023-02-05,3,En ligne,Agadir,3174
V03101,P017,C0642,2024-02-24,2,En ligne,Casablanca,730
V03102,P006,C0771,2024-12-22,2,En ligne,Casablanca,2330
V03103,P001,C0873,2024-04-11,3,Magasin physique,Oujda,2589
V03104,P013,C0057,2023-01-13,1,En ligne,Oujda,1058
V03105,P017,C0077,2024-10-25,1,En ligne,Fès,365
V03106,P020,C0844,2024-12-13,2,En ligne,Casablanca,1170
V03107,P003,C0541,2023-05-01,2,En ligne,Agadir,982
V03108,P003,C0645,2023-03-22,2,En ligne,Tanger,982
V03109,P002,C0418,2024-05-06,2,En ligne,Fès,2832
V03110,P019,C0658,2024-11-13,2,Magasin physique,Marrakech,2644
V03111,P002,C0378,2024-09-20,3,En ligne,Agadir,4248
V03112,P009,C0918,2023-09-04,1,Magasin physique,Meknès,555
